t2814749767106560	auto
t1973603316072448	taobaoCategory>网络游戏点卡>M-魔域掉钱版
t1973603316203520	taobaoCategory>网游垂直市场根类目>封神
t1973603316269056	taobaoCategory>网游垂直市场根类目>新鬼吹灯
t1973603316334592	taobaoCategory>网游垂直市场根类目>流星蝴蝶剑OL
t1973603316400128	taobaoCategory>手机号码/套餐/增值业务>标准套餐库
t1973603317317632	taobaoCategory>户外/登山/野营/旅行用品>场地预定
t1973603317383168	taobaoCategory>网游垂直市场根类目>忍者世界
t1973603317448704	taobaoCategory>网游垂直市场根类目>兵王
t1973603317514240	taobaoCategory>网游垂直市场根类目>QQ炫舞
t1973603317710848	taobaoCategory>网络游戏点卡>Y-游戏蜗牛
t1973603317776384	taobaoCategory>网游垂直市场根类目>修罗刹
t1973603317972992	taobaoCategory>网游垂直市场根类目>王者大陆
t1973603318235136	taobaoCategory>网络游戏点卡>X-侠客列传点卡
t1973603319939072	taobaoCategory>水产肉类/新鲜蔬果/熟食>腌制蔬菜/泡菜/酱菜/脱水蔬菜
t1973603320070144	taobaoCategory>粮油米面/南北干货/调味品>南北干货/肉类干货
t1973603320528896	taobaoCategory>粮油米面/南北干货/调味品>方便速食
t1973603320791040	taobaoCategory>粮油米面/南北干货/调味品>真空即食/冷藏日配
t1973603321577472	taobaoCategory>洗护清洁剂/卫生巾/纸/香薰
t1973603321708544	taobaoCategory>景点门票/度假线路/旅游服务
t1973603321905152	taobaoCategory>电玩/配件/游戏/攻略>PSV专用配件
t1973603325378560	taobaoCategory>网游垂直市场根类目>守护之剑
t1973603326296064	taobaoCategory>特色手工艺>葫芦
t1973603326361600	taobaoCategory>网络游戏点卡>X-迅雷专区
t1973603327737856	taobaoCategory>网游垂直市场根类目>QQ音速
t1973603329900544	taobaoCategory>其他>搭配商品
t1973603330293760	taobaoCategory>居家日用/婚庆/创意礼品>驱虫用品
t1973603330359296	taobaoCategory>居家日用/婚庆/创意礼品>香薰用品
t1973603333242880	taobaoCategory>男装>呢大衣
t1973603333308416	taobaoCategory>男装>羽绒裤
t1973603333373952	taobaoCategory>男装>棉裤
t1973603333636096	taobaoCategory>网络游戏点卡>激活码/新手包
t1973603333701632	taobaoCategory>网游垂直市场根类目>传世无双
t1973603333832704	taobaoCategory>网游垂直市场根类目>三国杀(盛大)
t1973603337502720	taobaoCategory>保险>少儿险
t1973603337568256	taobaoCategory>保险>旅游保险
t1973603337633792	taobaoCategory>网游垂直市场根类目>QQ增值服务
t1973603337699328	taobaoCategory>电子凭证>教育培训
t1973603338813440	taobaoCategory>司法拍卖拍品专用
t1973603338878976	taobaoCategory>司法拍卖拍品专用>房产
t1973603338944512	taobaoCategory>司法拍卖拍品专用>土地
t1973603339010048	taobaoCategory>司法拍卖拍品专用>资产
t1973603339075584	taobaoCategory>司法拍卖拍品专用>机动车
t1973603339141120	taobaoCategory>司法拍卖拍品专用>林权
t1973603339206656	taobaoCategory>司法拍卖拍品专用>矿权
t1973603339272192	taobaoCategory>司法拍卖拍品专用>工程
t1973603339337728	taobaoCategory>司法拍卖拍品专用>其他
t1973603339403264	taobaoCategory>休闲娱乐/购物卡>景点/郊游/温泉/滑雪
t1973603339730944	taobaoCategory>休闲娱乐/购物卡>室内休闲游乐
t1973603340648448	taobaoCategory>餐饮美食/面包券>中式快餐小吃
t1973603341041664	taobaoCategory>餐饮美食/面包券>烧烤
t1973603341434880	taobaoCategory>休闲娱乐/购物卡>酒吧/俱乐部
t1973603342155776	taobaoCategory>网游垂直市场根类目>东海奇谭
t1973603342221312	taobaoCategory>网游垂直市场根类目>圣域传奇
t1973603342352384	taobaoCategory>餐饮美食/面包券>日韩料理/亚洲美食
t1973603343073280	taobaoCategory>网络游戏点卡>Y-游戏茶苑
t1973603343138816	taobaoCategory>网络游戏点卡>R-热血英豪
t1973603343269888	taobaoCategory>网络游戏点卡>C-传奇3
t1973603343335424	taobaoCategory>网络游戏点卡>C-超级跑跑
t1973603343400960	taobaoCategory>网络游戏点卡>G-功夫小子
t1973603343466496	taobaoCategory>网络游戏点卡>S-三国杀Online
t1973603343532032	taobaoCategory>网络游戏点卡>C-传世无双
t1973603343597568	taobaoCategory>网络游戏点卡>T-突击风暴
t1973603343663104	taobaoCategory>网络游戏点卡>F-疯狂赛车
t1973603343728640	taobaoCategory>网络游戏点卡>Z-斩魂
t1973603343794176	taobaoCategory>休闲娱乐/购物卡>户外休闲运动
t1973603343859712	taobaoCategory>网络游戏点卡>W-武魂
t1973603344449536	taobaoCategory>网络游戏点卡>X-星际Ⅱ《自由之翼》畅玩版
t1973603344515072	taobaoCategory>网络游戏点卡>Y-月影传说
t1973603344580608	taobaoCategory>网络游戏点卡>C-苍穹之怒
t1973603344646144	taobaoCategory>网络游戏点卡>D-大话红楼
t1973603344711680	taobaoCategory>网络游戏点卡>R-热血战队
t1973603344777216	taobaoCategory>网络游戏点卡>J-九鼎传说
t1973603344842752	taobaoCategory>网络游戏点卡>Z-中华英雄
t1973603344973824	taobaoCategory>网络游戏点卡>J-剑仙
t1973603345039360	taobaoCategory>网络游戏点卡>S-三界奇缘
t1973603345104896	taobaoCategory>网络游戏点卡>A-艾尔之光
t1973603345170432	taobaoCategory>网络游戏点卡>W-万王之王3
t1973603345235968	taobaoCategory>网络游戏点卡>H-黄金国度
t1973603345301504	taobaoCategory>网络游戏点卡>Q-全球使命
t1973603345367040	taobaoCategory>网络游戏点卡>S-神话
t1973603345432576	taobaoCategory>网络游戏点卡>S-水浒无双
t1973603345498112	taobaoCategory>网络游戏点卡>T-天道
t1973603345563648	taobaoCategory>网络游戏点卡>X-新战国
t1973603345629184	taobaoCategory>网络游戏点卡>L-亮剑
t1973603345694720	taobaoCategory>网络游戏点卡>B-波克城市
t1973603352444928	taobaoCategory>网游垂直市场根类目>圣境传说
t1973603352510464	taobaoCategory>网游垂直市场根类目>猎天
t1973603353755648	taobaoCategory>网游垂直市场根类目>斗战神
t1973603361357824	taobaoCategory>运动鞋new>童鞋/青少年鞋
t1973603361619968	taobaoCategory>茶/酒/冲饮
t1973603361751040	taobaoCategory>网游垂直市场根类目>东方故事
t1973603361816576	taobaoCategory>网游垂直市场根类目>凤舞天骄
t1973603361882112	taobaoCategory>网游垂直市场根类目>汉武大帝
t1973603361947648	taobaoCategory>网游垂直市场根类目>黑暗帝国
t1973603362013184	taobaoCategory>网游垂直市场根类目>红途OL
t1973603362078720	taobaoCategory>网游垂直市场根类目>将军令
t1973603362144256	taobaoCategory>网游垂直市场根类目>抗战2
t1973603362209792	taobaoCategory>网游垂直市场根类目>白蛇传说
t1973603362275328	taobaoCategory>网游垂直市场根类目>碧雪情天OL
t1973603362340864	taobaoCategory>网游垂直市场根类目>传说OL
t1973603362930688	taobaoCategory>手机号码/套餐/增值业务>老用户预存优惠
t1973603363323904	taobaoCategory>书籍/杂志/报纸>网络原创
t1973603364044800	taobaoCategory>网游垂直市场根类目>开创世纪II
t1973603364110336	taobaoCategory>网游垂直市场根类目>抗战英雄传
t1973603364175872	taobaoCategory>网游垂直市场根类目>LUNA2
t1973603364241408	taobaoCategory>网游垂直市场根类目>龙纹
t1973603364306944	taobaoCategory>网游垂直市场根类目>魔侠传
t1973603364372480	taobaoCategory>网游垂直市场根类目>魔卡精灵
t1973603364962304	taobaoCategory>网游垂直市场根类目>逆战
t1973603365027840	taobaoCategory>网游垂直市场根类目>盘古战纪
t1973603366862848	taobaoCategory>房产/租房/新房/二手房/委托服务>新房垂直市场
t1973603366928384	taobaoCategory>茶/酒/冲饮>茶叶
t1973603366993920	taobaoCategory>茶/酒/冲饮>饮料/乳品
t1973603367387136	taobaoCategory>网游垂直市场根类目>七雄争霸
t1973603367452672	taobaoCategory>网游垂直市场根类目>热血西游
t1973603367518208	taobaoCategory>网游垂直市场根类目>圣道传奇
t1973603367780352	taobaoCategory>网游垂直市场根类目>盛世三国
t1973603367845888	taobaoCategory>网游垂直市场根类目>天之炼狱
t1973603367911424	taobaoCategory>网游垂直市场根类目>天境
t1973603367976960	taobaoCategory>网游垂直市场根类目>武林秘籍
t1973603368042496	taobaoCategory>网游垂直市场根类目>仙尘OL
t1973603368108032	taobaoCategory>网游垂直市场根类目>侠客列传
t1973603368239104	taobaoCategory>网游垂直市场根类目>月光宝盒
t1973603368304640	taobaoCategory>网游垂直市场根类目>战国群雄
t1973603368370176	taobaoCategory>网游垂直市场根类目>真王
t1973603368697856	taobaoCategory>网游垂直市场根类目>龙之传奇
t1973603368763392	taobaoCategory>网游垂直市场根类目>蜀山剑侠传
t1973603368828928	taobaoCategory>网游垂直市场根类目>风暴战区
t1973603368894464	taobaoCategory>网游垂直市场根类目>QQ仙灵
t1973603369025536	taobaoCategory>网游垂直市场根类目>白蛇传OL
t1973603369091072	taobaoCategory>网游垂直市场根类目>沧海
t1973603369156608	taobaoCategory>网游垂直市场根类目>斗仙
t1973603369353216	taobaoCategory>网游垂直市场根类目>恶魔法则3
t1973603369418752	taobaoCategory>网游垂直市场根类目>仙门
t1973603369484288	taobaoCategory>网络游戏点卡>D-第九大陆
t1973603370860544	taobaoCategory>孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹
t1973603370926080	taobaoCategory>网游垂直市场根类目>烽火大唐2
t1973603370991616	taobaoCategory>网游垂直市场根类目>风之谷
t1973603371057152	taobaoCategory>孕妇装/孕产妇用品/营养>孕产妇营养品
t1973603371778048	taobaoCategory>孕妇装/孕产妇用品/营养>月子营养
t1973603372236800	taobaoCategory>网游垂直市场根类目>富甲西游
t1973603372302336	taobaoCategory>网游垂直市场根类目>功夫英雄
t1973603372367872	taobaoCategory>网游垂直市场根类目>光明OL
t1973603374596096	taobaoCategory>网游垂直市场根类目>功夫西游
t1973603374661632	taobaoCategory>网游垂直市场根类目>核金风暴
t1973603374727168	taobaoCategory>网游垂直市场根类目>后宫计
t1973603374792704	taobaoCategory>网游垂直市场根类目>洪荒
t1973603374858240	taobaoCategory>网游垂直市场根类目>炫斗之王
t1973603375054848	taobaoCategory>网游垂直市场根类目>斩魂
t1973603375120384	taobaoCategory>网游垂直市场根类目>新惊天动地
t1973603375185920	taobaoCategory>休闲娱乐/购物卡
t1973603375251456	taobaoCategory>网游垂直市场根类目>海魂
t1973603375316992	taobaoCategory>网游垂直市场根类目>幻想大陆
t1973603375382528	taobaoCategory>网游垂直市场根类目>幻兽大陆
t1973603375579136	taobaoCategory>网游垂直市场根类目>绝对火力
t1973603375644672	taobaoCategory>网游垂直市场根类目>决战
t1973603375710208	taobaoCategory>网游垂直市场根类目>锦衣卫
t1973603375775744	taobaoCategory>网游垂直市场根类目>剑侠传奇
t1973603375906816	taobaoCategory>网游垂直市场根类目>快乐无双
t1973603375972352	taobaoCategory>本地化生活服务>医疗服务
t1973603377217536	taobaoCategory>餐饮美食/面包券>火锅/豆捞
t1973603377545216	taobaoCategory>网游垂直市场根类目>开心大陆
t1973603377610752	taobaoCategory>网游垂直市场根类目>零纪元
t1973603377676288	taobaoCategory>网游垂直市场根类目>狼烟
t1973603377741824	taobaoCategory>网游垂直市场根类目>一卡通充值
t1973603377807360	taobaoCategory>TP服务商大类>店铺基础服务
t1973603378003968	taobaoCategory>网游垂直市场根类目>狼队
t1973603378069504	taobaoCategory>网游垂直市场根类目>烈焰行动
t1973603378135040	taobaoCategory>休闲娱乐/购物卡>其他休闲娱乐
t1973603378724864	taobaoCategory>居家日用/婚庆/创意礼品>圣诞袜
t1973603380101120	taobaoCategory>网游垂直市场根类目>魔神争霸(天机)
t1973603380166656	taobaoCategory>网游垂直市场根类目>醉八仙
t1973603380232192	taobaoCategory>网游垂直市场根类目>萌战天下
t1973603380559872	taobaoCategory>网游垂直市场根类目>修魔
t1973603380625408	taobaoCategory>网游垂直市场根类目>超级跑跑
t1973603380690944	taobaoCategory>网游垂直市场根类目>九州OL
t1973603381018624	taobaoCategory>网游垂直市场根类目>剑啸九州
t1973603381084160	taobaoCategory>网游垂直市场根类目>热舞派对II
t1973603381149696	taobaoCategory>网游垂直市场根类目>其他游戏
t1973603381215232	taobaoCategory>网游垂直市场根类目>天翼决
t1973603381280768	taobaoCategory>网游垂直市场根类目>天外飞仙
t1973603381346304	taobaoCategory>箱包皮具/热销女包/男包>箱包相关配件
t1973603381477376	taobaoCategory>网游垂直市场根类目>武易传奇II
t1973603381542912	taobaoCategory>网游垂直市场根类目>亚瑟王之剑
t1973603382263808	taobaoCategory>网游垂直市场根类目>斗破苍穹
t1973603383312384	taobaoCategory>网游垂直市场根类目>魔骑士OL
t1973603383377920	taobaoCategory>网游垂直市场根类目>魔咒2
t1973603383443456	taobaoCategory>网游垂直市场根类目>秦皇天下
t1973603383640064	taobaoCategory>网游垂直市场根类目>奇门
t1973603383705600	taobaoCategory>网游垂直市场根类目>三界西游
t1973603383771136	taobaoCategory>网游垂直市场根类目>蜀山神话
t1973603383836672	taobaoCategory>网游垂直市场根类目>山海志
t1973603383902208	taobaoCategory>网游垂直市场根类目>圣斗士传说
t1973603383967744	taobaoCategory>网游垂直市场根类目>圣灵传说
t1973603384033280	taobaoCategory>网游垂直市场根类目>三国演义
t1973603384098816	taobaoCategory>网络游戏点卡>J-九阴真经点卡
t1973603384164352	taobaoCategory>网游垂直市场根类目>天之游侠
t1973603384229888	taobaoCategory>网游垂直市场根类目>千年之王
t1973603384295424	taobaoCategory>网游垂直市场根类目>黄易世界
t1973603384360960	taobaoCategory>网游垂直市场根类目>曙光之城
t1973603384426496	taobaoCategory>网游垂直市场根类目>武易
t1973603384492032	taobaoCategory>网游垂直市场根类目>武侠无双
t1973603385278464	taobaoCategory>网游垂直市场根类目>新蓬莱
t1973603385344000	taobaoCategory>网游垂直市场根类目>战OL
t1973603385409536	taobaoCategory>网游装备/游戏币/帐号/代练>chinajoy
t1973603386523648	taobaoCategory>自用闲置转让>专业回收
t1973603393339392	taobaoCategory>保健品/膳食营养补充剂
t1973603393404928	taobaoCategory>保健品/膳食营养补充剂>品牌保健营养品
t1973603394060288	taobaoCategory>保健品/膳食营养补充剂>其他品牌保健营养品
t1973604923146240	taobaoCategory>传统滋补营养品>新资源食品
t1973604925636608	taobaoCategory>网游垂直市场根类目>战争前线
t1973604925702144	taobaoCategory>网游垂直市场根类目>暗黑纪元
t1973604925767680	taobaoCategory>网游垂直市场根类目>傲世OL
t1973604925833216	taobaoCategory>网游垂直市场根类目>刀剑笑OL
t1973604925898752	taobaoCategory>网游垂直市场根类目>大话战国2
t1973604926160896	taobaoCategory>网游垂直市场根类目>仙境冒险
t1973604926226432	taobaoCategory>网游垂直市场根类目>猎灵
t1973604926291968	taobaoCategory>网游垂直市场根类目>乱世
t1973604926357504	taobaoCategory>网游垂直市场根类目>零世界
t1973604926423040	taobaoCategory>网游垂直市场根类目>生化战场
t1973604926816256	taobaoCategory>箱包皮具/热销女包/男包>旅行袋
t1973604926881792	taobaoCategory>网游垂直市场根类目>霸刀
t1973604926947328	taobaoCategory>网游垂直市场根类目>龙剑
t1973604927012864	taobaoCategory>网游垂直市场根类目>密传2
t1973604927143936	taobaoCategory>网游垂直市场根类目>天子传奇
t1973604927209472	taobaoCategory>网游垂直市场根类目>天地劫
t1973604927275008	taobaoCategory>网游垂直市场根类目>铁血星球
t1973604927406080	taobaoCategory>TP服务商大类>金融/保险服务
t1973604927995904	taobaoCategory>网游垂直市场根类目>大冲锋
t1973604928126976	taobaoCategory>网游垂直市场根类目>黎明之光
t1973604928192512	taobaoCategory>网游垂直市场根类目>玛雅战纪
t1973604928258048	taobaoCategory>网游垂直市场根类目>梦传说
t1973604928454656	taobaoCategory>网络游戏点卡>S-世纪佳缘点卡
t1973604928520192	taobaoCategory>网游垂直市场根类目>明朝演义
t1973604928585728	taobaoCategory>网游垂直市场根类目>魔狱军团
t1973604929175552	taobaoCategory>网游垂直市场根类目>命运之轮
t1973604929241088	taobaoCategory>网游垂直市场根类目>末日屠龙
t1973604932124672	taobaoCategory>书籍/杂志/报纸>心理学
t1973604936318976	taobaoCategory>网游垂直市场根类目>三国风云2
t1973604936581120	taobaoCategory>理财>基金
t1973604937302016	taobaoCategory>水产肉类/新鲜蔬果/熟食
t1973604937367552	taobaoCategory>网游垂直市场根类目>EVE新纪元
t1973604937433088	taobaoCategory>网游垂直市场根类目>兰格利萨战纪
t1973604937564160	taobaoCategory>网游垂直市场根类目>仙侠世界
t1973604937629696	taobaoCategory>网游垂直市场根类目>神雕侠侣
t1973604938088448	taobaoCategory>水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品
t1973604938153984	taobaoCategory>水产肉类/新鲜蔬果/熟食>生肉/肉制品
t1973604938547200	taobaoCategory>粮油米面/南北干货/调味品>食用油/调味油
t1973604939923456	taobaoCategory>电子凭证>休闲娱乐
t1973604940054528	taobaoCategory>保险>交易保障险种(不展示)
t1973604944183296	taobaoCategory>本地化生活服务>家居服务
t1973604944642048	taobaoCategory>本地化生活服务>本地摄影/摄像服务
t1973604945821696	taobaoCategory>本地化生活服务>便民服务
t1973604949229568	taobaoCategory>网游垂直市场根类目>麻辣江湖
t1973604949557248	taobaoCategory>休闲娱乐/购物卡>购物券/礼品卡
t1973604950605824	taobaoCategory>网游垂直市场根类目>彩虹岛II暴风
t1973604950671360	taobaoCategory>网游垂直市场根类目>风云传奇
t1973604950802432	taobaoCategory>新车/二手车>新车整车销售(新)
t1973604950867968	taobaoCategory>新车/二手车>二手整车销售（新）
t1973604950999040	taobaoCategory>网游垂直市场根类目>反恐行动(MAT)
t1973604954537984	taobaoCategory>3C数码配件>胶片相机配件
t1973604955914240	taobaoCategory>水产肉类/新鲜蔬果/熟食>熟食/凉菜/私房菜
t1973604955979776	taobaoCategory>网络游戏点卡>Q-奇迹世界2点卡
t1973604956045312	taobaoCategory>网络游戏点卡>S-神仙传点卡
t1973604956110848	taobaoCategory>网络游戏点卡>S-三国战魂点卡
t1973604956176384	taobaoCategory>网络游戏点卡>W-巫师之怒点卡
t1973604956241920	taobaoCategory>网络游戏点卡>X-仙侠世界点卡
t1973604956307456	taobaoCategory>网络游戏点卡>W-万神点卡
t1973604957028352	taobaoCategory>网游垂直市场根类目>伏魔者
t1973604957290496	taobaoCategory>TP服务商大类>服务套餐
t1973604961288192	taobaoCategory>水产肉类/新鲜蔬果/熟食>新鲜水果/水果制品
t1973604962074624	taobaoCategory>网游垂直市场根类目>仙境江湖
t1973605307056128	taobaoCategory>装修设计/装修服务>其他
t1973605569200128	taobaoCategory>网游垂直市场根类目>Q币充值
t1973605569265664	taobaoCategory>网游垂直市场根类目>骏网一卡通
t1973605962416128	taobaoCategory>网游垂直市场根类目>独孤求败
t1973606093750272	taobaoCategory>家装主材>暖气片
t1973606224756736	taobaoCategory>摩托车/配件/骑士装备>摩托车骑士装备
t1973606486704128	taobaoCategory>摩托车/配件/骑士装备
t1973606748848128	taobaoCategory>摩托车/配件/骑士装备>摩托车配件
t1973606748913664	taobaoCategory>摩托车/配件/骑士装备>摩托车装饰养护
t1973607011450880	taobaoCategory>电影/演出/体育赛事>电影演出周边
t1973608060026880	taobaoCategory>网络游戏点卡>Q-麒麟点卡
t1973608322367488	taobaoCategory>网络游戏点卡>Q-奇虎360币
t1973608322433024	taobaoCategory>网游垂直市场根类目>传奇归来(国际版)
t1973608452849664	taobaoCategory>自用闲置转让>鞋包配饰
t1973608583856128	taobaoCategory>网游垂直市场根类目>光荣使命
t1973608584445952	taobaoCategory>网游垂直市场根类目>QQ炫舞2
t1973608977072128	taobaoCategory>自用闲置转让>女装
t1973609108602880	taobaoCategory>网络游戏点卡>Q-起凡通宝卡
t1973609239478272	taobaoCategory>网络游戏点卡>J-九州OL点卡
t1973609371074560	taobaoCategory>网络设备/网络相关>无线高清
t1973609501687808	taobaoCategory>OTC药品/医疗器械/隐形眼镜/计生用品>医疗服务
t1973609632432128	taobaoCategory>自用闲置转让>男装
t1973609894707200	taobaoCategory>网络游戏点卡>F-风雷游戏点卡
t1973610287792128	taobaoCategory>书籍/杂志/报纸>其他
t1973610549936128	taobaoCategory>景点门票/度假线路/旅游服务>实景演出门票
t1973610550198272	taobaoCategory>网游垂直市场根类目>龙门客栈OL
t1973610681008128	taobaoCategory>网络游戏点卡>S-圣境传说点卡
t1973610681270272	taobaoCategory>网游垂直市场根类目>画皮2
t1973610681335808	taobaoCategory>书籍/杂志/报纸>古籍
t1973611074355200	taobaoCategory>网游垂直市场根类目>激战2
t1973611205492736	taobaoCategory>童装/童鞋/亲子装>反穿衣/罩衣
t1973611336499200	taobaoCategory>尿片/洗护/喂哺/推车床>儿童房/桌椅/家具
t1973611598577664	taobaoCategory>童装/童鞋/亲子装>儿童旗袍/唐装/民族服装
t1973611860721664	taobaoCategory>童装/童鞋/亲子装>背心/吊带衫
t1973611991728128	taobaoCategory>网络店铺代金/优惠券
t1973611991859200	taobaoCategory>网游垂直市场根类目>通天OL
t1973612122800128	taobaoCategory>网络店铺代金/优惠券>淘宝店铺优惠券
t1973612122865664	taobaoCategory>网络店铺代金/优惠券>O2O卡券
t1973612384944128	taobaoCategory>网游垂直市场根类目>新挑战
t1973612778160128	taobaoCategory>网游垂直市场根类目>时空裂痕
t1973612909232128	taobaoCategory>理财>银行理财
t1973614220083200	taobaoCategory>网络游戏点卡>H-幻想之翼点卡
t1973614220148736	taobaoCategory>网络游戏点卡>X-西游Q记点卡
t1973614482358272	taobaoCategory>网络游戏点卡>M-梦幻蜀山点卡
t1973614875443200	taobaoCategory>网络游戏点卡>D-大冒险点卡
t1973615006449664	taobaoCategory>网络游戏点卡>X-希望点卡
t1973615006515200	taobaoCategory>网游垂直市场根类目>大航海时代OL
t1973615137587200	taobaoCategory>网络游戏点卡>S-神界点卡
t1973615268724736	taobaoCategory>网络游戏点卡>J-绝地反击点卡
t1973615268790272	taobaoCategory>网络游戏点卡>Q-秦始皇点卡
t1973615268855808	taobaoCategory>网络游戏点卡>X-炫舞吧Ⅱ点卡
t1973615530737664	taobaoCategory>网游垂直市场根类目>天骄3
t1973615661744128	taobaoCategory>网络游戏点卡>Z-争霸天下
t1973615792816128	taobaoCategory>保险>理财保险
